seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
117,1000117000000,1000133317772,16.317772,-587.38,128
118,1000118000000,1000135838465,17.838465,-86.07,128
119,1000119000000,1000135699335,16.699336,357.74,128
120,1000120000000,1000137121822,17.121822,-231.05,128
121,1000121000000,1000137654219,16.65422,205.07,128
122,1000122000000,1000139113439,17.11344,-511.24,128
123,1000123000000,1000139889590,16.889591,-139.55,128
124,1000124000000,1000141347614,17.347615,-269.92,128
125,1000125000000,1000141987596,16.987596,-162.82,128
126,1000126000000,1000142554581,16.554582,-114.07,128
127,1000127000000,1000143327421,16.327422,-225.13,128
128,1000128000000,1000145438264,17.438264,196.34,128
129,1000129000000,1000145212266,16.212267,307.95,128
130,1000130000000,1000147402723,17.402724,-112.86,128
131,1000131000000,1000148782139,17.78214,-121.93,128
132,1000132000000,1000148539298,16.539299,-252.3,128
133,1000133000000,1000150702563,17.702563,-133.33,128
134,1000134000000,1000151703323,17.703324,180.46,128
135,1000135000000,1000151804001,16.804001,121.6,128
136,1000136000000,1000152130275,16.130275,26.16,128
137,1000137000000,1000153942006,16.942006,-74.46,128
138,1000138000000,1000154948720,16.94872,-336.34,128
139,1000139000000,1000156131542,17.131543,-319.1,128
140,1000140000000,1000157411648,17.411649,-178.55,128
141,1000141000000,1000159522293,18.522294,617.34,128
142,1000142000000,1000160046683,18.046683,624.8,128
143,1000143000000,1000160539049,17.539049,-270.18,128
144,1000144000000,1000162325419,18.325419,-236.05,128
145,1000145000000,1000162553777,17.553777,19.44,128
146,1000146000000,1000163937897,17.937897,-42.54,128
147,1000147000000,1000164626437,17.626437,164.67,128
148,1000148000000,1000165043981,17.043982,505.89,128
149,1000149000000,1000166261155,17.261155,-159.43,128
150,1000150000000,1000167373832,17.373833,-84.19,128
151,1000151000000,1000168694905,17.694905,-265.37,128
152,1000152000000,1000167843321,15.843321,540.93,128
153,1000153000000,1000171368134,18.368135,-400.65,128
154,1000154000000,1000171119302,17.119302,47.14,128
155,1000155000000,1000171667486,16.667487,-382.45,128
156,1000156000000,1000172848700,16.8487,-79.76,128
157,1000157000000,1000174138378,17.138378,-278.28,128
158,1000158000000,1000175660870,17.66087,731.0,128
159,1000159000000,1000174772181,15.772182,-277.32,128
160,1000160000000,1000177780985,17.780985,-632.79,128
161,1000161000000,1000178763027,17.763028,-51.3,128
162,1000162000000,1000179107409,17.10741,461.79,128
163,1000163000000,1000180717024,17.717025,341.31,128
164,1000164000000,1000180381667,16.381667,439.88,128
165,1000165000000,1000182244203,17.244203,-109.46,128
166,1000166000000,1000183156202,17.156202,568.49,128
167,1000167000000,1000183925910,16.925911,-121.42,128
168,1000168000000,1000185906189,17.90619,-112.42,128
169,1000169000000,1000185344468,16.344469,-258.23,128
170,1000170000000,1000187356134,17.356135,-187.11,128
171,1000171000000,1000188782869,17.78287,-62.5,128
172,1000172000000,1000188536518,16.536518,-249.92,128
173,1000173000000,1000190417916,17.417917,56.64,128
174,1000174000000,1000191551541,17.551542,-805.01,128
175,1000175000000,1000192487034,17.487035,-2.61,128
176,1000176000000,1000192458486,16.458486,-38.92,128
177,1000177000000,1000194015508,17.015508,-155.6,128
178,1000178000000,1000195888812,17.888813,-291.12,128
179,1000179000000,1000196828297,17.828298,12.11,128
180,1000180000000,1000196606102,16.606103,-614.86,128
181,1000181000000,1000198766621,17.766621,-263.14,128
182,1000182000000,1000198295470,16.29547,175.67,128
183,1000183000000,1000200051070,17.05107,495.39,128
184,1000184000000,1000201832356,17.832356,-250.56,128
185,1000185000000,1000202361968,17.361968,-58.32,128
186,1000186000000,1000203230412,17.230412,-744.12,128
187,1000187000000,1000203654067,16.654068,76.12,128
188,1000188000000,1000205613852,17.613852,-0.61,128
189,1000189000000,1000206808089,17.808089,441.55,128
190,1000190000000,1000207482870,17.482871,-307.22,128
191,1000191000000,1000207592421,16.592421,-481.14,128
192,1000192000000,1000208985320,16.98532,77.34,128
193,1000193000000,1000210424395,17.424396,166.39,128
194,1000194000000,1000210748727,16.748728,214.91,128
195,1000195000000,1000212461961,17.461961,-197.94,128
196,1000196000000,1000211969312,15.969313,-263.02,128
197,1000197000000,1000213606461,16.606461,93.03,128
198,1000198000000,1000215298842,17.298842,-54.46,128
199,1000199000000,1000215382557,16.382558,344.17,128
200,1000200000000,1000217826901,17.826901,-83.16,128
201,1000201000000,1000218452632,17.452633,13.83,128
202,1000202000000,1000219440361,17.440361,417.25,128
203,1000203000000,1000221207394,18.207394,142.43,128
204,1000204000000,1000221703962,17.703962,-204.45,128
205,1000205000000,1000222775586,17.775586,-192.48,128
206,1000206000000,1000223475926,17.475927,-250.28,128
207,1000207000000,1000224625429,17.62543,309.05,128
208,1000208000000,1000225219863,17.219864,-156.34,128
209,1000209000000,1000225500827,16.500827,194.44,128
210,1000210000000,1000227151700,17.151701,295.45,128
211,1000211000000,1000227983340,16.98334,18.87,128
212,1000212000000,1000228693574,16.693575,-171.42,128
213,1000213000000,1000230453874,17.453875,246.42,128
214,1000214000000,1000230494027,16.494028,-70.68,128
215,1000215000000,1000231776398,16.776399,-31.61,128
216,1000216000000,1000233300561,17.300561,231.36,128
217,1000217000000,1000235010049,18.010049,-190.29,128
218,1000218000000,1000234887712,16.887713,-282.83,128
219,1000219000000,1000235852526,16.852527,-376.01,128
220,1000220000000,1000237071163,17.071164,200.19,128
221,1000221000000,1000238494808,17.494809,351.97,128
222,1000222000000,1000238986386,16.986386,-187.12,128
223,1000223000000,1000239870152,16.870152,-367.06,128
224,1000224000000,1000240764243,16.764244,-73.05,128
225,1000225000000,1000240997771,15.997772,-81.38,128
226,1000226000000,1000243560837,17.560838,204.56,128
227,1000227000000,1000244327764,17.327765,-249.27,128
228,1000228000000,1000245277748,17.277748,138.53,128
229,1000229000000,1000246173215,17.173215,-59.18,128
230,1000230000000,1000246430646,16.430647,-139.1,128
231,1000231000000,1000248034747,17.034747,-261.67,128
232,1000232000000,1000249689711,17.689712,216.46,128
233,1000233000000,1000250551572,17.551572,-181.8,128
234,1000234000000,1000250498860,16.498861,-44.17,128
235,1000235000000,1000252268567,17.268567,230.66,128
236,1000236000000,1000253460713,17.460714,138.7,128
237,1000237000000,1000253928923,16.928924,-160.83,128
238,1000238000000,1000255527322,17.527322,187.44,128
239,1000239000000,1000255996956,16.996957,-332.77,128
240,1000240000000,1000256577390,16.57739,-456.41,128
241,1000241000000,1000258388226,17.388227,671.76,128
242,1000242000000,1000258880677,16.880677,149.66,128
243,1000243000000,1000260583006,17.583007,342.82,128
244,1000244000000,1000261494155,17.494155,-172.03,128
245,1000245000000,1000262418069,17.418069,-441.66,128
246,1000246000000,1000263476279,17.47628,223.64,128
247,1000247000000,1000264635682,17.635683,-99.78,128
248,1000248000000,1000264632849,16.63285,347.59,128
249,1000249000000,1000266357135,17.357136,-110.62,128
250,1000250000000,1000267796189,17.79619,-513.25,128
251,1000251000000,1000268153073,17.153073,-319.98,128
252,1000252000000,1000268278932,16.278933,187.55,128
253,1000253000000,1000269993143,16.993143,29.59,128
254,1000254000000,1000271427214,17.427214,487.08,128
255,1000255000000,1000272223392,17.223392,65.33,128
256,1000256000000,1000273064372,17.064373,193.68,128
257,1000257000000,1000274201657,17.201658,-110.12,128
258,1000258000000,1000275268205,17.268205,-32.58,128
259,1000259000000,1000275450869,16.45087,7.06,128
260,1000260000000,1000276889015,16.889016,88.72,128
261,1000261000000,1000278071795,17.071796,-5.89,128
262,1000262000000,1000279302698,17.302698,-241.55,128
263,1000263000000,1000280167433,17.167434,185.35,128
264,1000264000000,1000280808315,16.808316,349.2,128
265,1000265000000,1000282984668,17.984669,376.36,128
266,1000266000000,1000283311002,17.311002,354.03,128
267,1000267000000,1000283729092,16.729092,-127.22,128
268,1000268000000,1000286265321,18.265321,-397.37,128
269,1000269000000,1000286300909,17.30091,67.64,128
270,1000270000000,1000287276775,17.276776,-333.22,128
271,1000271000000,1000287679526,16.679526,-334.47,128
272,1000272000000,1000289279012,17.279012,27.16,128
273,1000273000000,1000290417443,17.417443,200.54,128
274,1000274000000,1000291739729,17.73973,37.13,128
275,1000275000000,1000291651997,16.651997,-203.82,128
276,1000276000000,1000292894863,16.894863,188.64,128
277,1000277000000,1000293891389,16.891389,-44.74,128
278,1000278000000,1000295226409,17.226409,213.16,128
279,1000279000000,1000296743098,17.743099,97.72,128
280,1000280000000,1000297036812,17.036813,232.07,128
281,1000281000000,1000297720820,16.720821,-218.92,128
282,1000282000000,1000298957854,16.957854,263.7,128
283,1000283000000,1000300463643,17.463643,361.22,128
284,1000284000000,1000301220445,17.220446,505.3,128
285,1000285000000,1000301862257,16.862258,108.04,128
286,1000286000000,1000303355787,17.355788,568.61,128
287,1000287000000,1000304517210,17.51721,-40.93,128
288,1000288000000,1000305454091,17.454091,68.76,128
289,1000289000000,1000306585714,17.585714,-311.95,128
290,1000290000000,1000307721412,17.721413,192.17,128
291,1000291000000,1000307192105,16.192105,447.36,128
292,1000292000000,1000309084433,17.084434,495.89,128
293,1000293000000,1000310206002,17.206002,-294.64,128
294,1000294000000,1000311663703,17.663703,-4.91,128
295,1000295000000,1000312955893,17.955893,-348.21,128
296,1000296000000,1000312292485,16.292486,182.32,128
297,1000297000000,1000313454288,16.454288,95.02,128
298,1000298000000,1000314891295,16.891295,394.29,128
299,1000299000000,1000316682258,17.682259,232.19,128
300,1000300000000,1000316876267,16.876267,-194.68,128
301,1000301000000,1000318212361,17.212361,58.27,128
302,1000302000000,1000318614972,16.614972,-208.94,128
303,1000303000000,1000320560691,17.560692,70.5,128
304,1000304000000,1000320482146,16.482147,24.65,128
305,1000305000000,1000321490790,16.490791,336.91,128
306,1000306000000,1000322407198,16.407199,-182.5,128
307,1000307000000,1000324513897,17.513897,-455.72,128
308,1000308000000,1000325555106,17.555107,261.52,128
309,1000309000000,1000326218789,17.218789,-718.86,128
310,1000310000000,1000326842263,16.842264,27.79,128
311,1000311000000,1000328851144,17.851144,70.06,128
312,1000312000000,1000329191874,17.191875,74.67,128
313,1000313000000,1000330603873,17.603874,149.39,128
314,1000314000000,1000331518636,17.518636,-410.66,128
315,1000315000000,1000332334731,17.334732,93.86,128
316,1000316000000,1000333508744,17.508744,-80.27,128
317,1000317000000,1000334507179,17.507179,28.45,128
318,1000318000000,1000334510644,16.510644,-156.86,128
319,1000319000000,1000335496017,16.496018,-170.21,128
320,1000320000000,1000337106476,17.106477,276.99,128
321,1000321000000,1000338078171,17.078172,44.18,128
322,1000322000000,1000339074948,17.074948,122.04,128
323,1000323000000,1000340061834,17.061835,-58.11,128
324,1000324000000,1000341712222,17.712223,-470.54,128
325,1000325000000,1000342967016,17.967017,-231.42,128
326,1000326000000,1000342803285,16.803286,186.88,128
327,1000327000000,1000344589928,17.589929,-170.54,128
328,1000328000000,1000345222683,17.222684,-343.31,128
329,1000329000000,1000345727149,16.727149,35.58,128
330,1000330000000,1000347193548,17.193549,129.6,128
331,1000331000000,1000348241680,17.24168,-74.41,128
332,1000332000000,1000349512878,17.512878,-54.48,128
333,1000333000000,1000349799348,16.799349,-295.3,128
334,1000334000000,1000351404976,17.404976,-36.94,128
335,1000335000000,1000352109305,17.109305,431.8,128
336,1000336000000,1000353396915,17.396915,-71.82,128
337,1000337000000,1000354543878,17.543878,-297.87,128
338,1000338000000,1000354611288,16.611289,-209.86,128
339,1000339000000,1000355468081,16.468081,-380.68,128
340,1000340000000,1000357165123,17.165123,104.26,128
341,1000341000000,1000357517231,16.517232,-84.49,128
342,1000342000000,1000358824423,16.824423,350.55,128
343,1000343000000,1000359838619,16.838619,-291.18,128
344,1000344000000,1000361114455,17.114456,-312.54,128
345,1000345000000,1000361877564,16.877564,119.87,128
346,1000346000000,1000363965676,17.965677,48.85,128
347,1000347000000,1000364589715,17.589715,-166.03,128
348,1000348000000,1000365188280,17.18828,-92.53,128
349,1000349000000,1000366407064,17.407064,-303.96,128
350,1000350000000,1000367624122,17.624122,-84.91,128
351,1000351000000,1000367783004,16.783005,-121.73,128
352,1000352000000,1000368850035,16.850036,66.1,128
353,1000353000000,1000369557427,16.557428,-900.14,128
354,1000354000000,1000371177502,17.177503,7.9,128
355,1000355000000,1000372729710,17.729711,46.87,128
356,1000356000000,1000373270057,17.270057,179.39,128
357,1000357000000,1000374351456,17.351457,-151.93,128
358,1000358000000,1000375012100,17.0121,-348.5,128
359,1000359000000,1000375816393,16.816393,416.41,128
360,1000360000000,1000377891774,17.891775,618.03,128
361,1000361000000,1000378650133,17.650133,158.45,128
362,1000362000000,1000379809163,17.809164,-20.9,128
363,1000363000000,1000380052389,17.05239,14.46,128
364,1000364000000,1000381583889,17.583889,50.41,128
365,1000365000000,1000382087388,17.087389,205.1,128
366,1000366000000,1000383968896,17.968896,-211.76,128
367,1000367000000,1000383859658,16.859659,123.63,128
368,1000368000000,1000385556837,17.556837,-73.86,128
369,1000369000000,1000385283839,16.283839,-164.07,128
370,1000370000000,1000386765971,16.765972,-60.64,128
371,1000371000000,1000389142634,18.142635,129.53,128
372,1000372000000,1000389276952,17.276952,148.61,128
373,1000373000000,1000390714165,17.714165,-1238.15,128
374,1000374000000,1000391263833,17.263833,-140.64,128
375,1000375000000,1000392055797,17.055797,1094.97,128
376,1000376000000,1000393476977,17.476978,-491.03,128
377,1000377000000,1000394078721,17.078721,-279.57,128
378,1000378000000,1000395631586,17.631586,-39.19,128
379,1000379000000,1000396567534,17.567534,341.44,128
380,1000380000000,1000397109687,17.109688,281.55,128
381,1000381000000,1000398006052,17.006053,-196.09,128
382,1000382000000,1000399105346,17.105347,-124.15,128
383,1000383000000,1000400949366,17.949366,203.15,128
384,1000384000000,1000400492982,16.492983,84.17,128
385,1000385000000,1000402165490,17.16549,-373.18,128
386,1000386000000,1000402702857,16.702858,583.56,128
387,1000387000000,1000404262397,17.262397,163.88,128
388,1000388000000,1000405333066,17.333066,-259.38,128
389,1000389000000,1000406262230,17.262231,292.35,128
390,1000390000000,1000408423097,18.423097,-434.18,128
391,1000391000000,1000407965418,16.965419,199.02,128
392,1000392000000,1000409570327,17.570327,-134.87,128
393,1000393000000,1000410101122,17.101122,-257.36,128
394,1000394000000,1000410710284,16.710285,494.52,128
395,1000395000000,1000412310730,17.31073,194.13,128
396,1000396000000,1000413338597,17.338597,153.66,128
397,1000397000000,1000414617640,17.61764,-241.92,128
398,1000398000000,1000415214836,17.214836,142.35,128
399,1000399000000,1000416809274,17.809275,-175.46,128
400,1000400000000,1000416405087,16.405087,57.45,128
401,1000401000000,1000418443126,17.443126,203.6,128
402,1000402000000,1000418750674,16.750675,-589.04,128
403,1000403000000,1000420482623,17.482624,202.21,128
404,1000404000000,1000420767655,16.767655,-364.38,128
405,1000405000000,1000422400827,17.400827,84.78,128
406,1000406000000,1000422298560,16.298561,42.73,128
407,1000407000000,1000424649265,17.649265,409.33,128
408,1000408000000,1000425298389,17.298389,71.92,128
409,1000409000000,1000425705422,16.705422,343.57,128
410,1000410000000,1000428145187,18.145187,-224.59,128
411,1000411000000,1000428366502,17.366502,32.63,128
412,1000412000000,1000430418209,18.41821,-194.83,128
413,1000413000000,1000430367657,17.367658,117.61,128
414,1000414000000,1000431553530,17.553531,-314.38,128
415,1000415000000,1000431375145,16.375145,391.81,128
416,1000416000000,1000433801211,17.801212,-128.85,128
417,1000417000000,1000434460061,17.460061,-321.99,128
418,1000418000000,1000435215730,17.21573,285.32,128
419,1000419000000,1000436801376,17.801377,356.06,128
420,1000420000000,1000437366622,17.366623,27.12,128
421,1000421000000,1000437688232,16.688232,-327.63,128
422,1000422000000,1000439020001,17.020001,1007.77,128
423,1000423000000,1000439909462,16.909463,-361.48,128
424,1000424000000,1000441120081,17.120082,-476.09,128
425,1000425000000,1000441887301,16.887302,-155.53,128
426,1000426000000,1000443320204,17.320204,-531.32,128
427,1000427000000,1000444236474,17.236475,-144.07,128
428,1000428000000,1000445968787,17.968787,249.8,128
429,1000429000000,1000446164344,17.164345,157.75,128
430,1000430000000,1000446236019,16.23602,177.59,128
431,1000431000000,1000448132422,17.132422,-282.44,128
432,1000432000000,1000448525463,16.525463,365.62,128
433,1000433000000,1000450615694,17.615694,-105.88,128
434,1000434000000,1000451790705,17.790706,-121.6,128
435,1000435000000,1000452432871,17.432872,723.88,128
436,1000436000000,1000453145986,17.145986,93.93,128
437,1000437000000,1000454859744,17.859744,290.74,128
438,1000438000000,1000455236142,17.236142,390.0,128
439,1000439000000,1000456489510,17.48951,-207.07,128
440,1000440000000,1000457272651,17.272651,142.99,128
441,1000441000000,1000457897170,16.89717,502.06,128
442,1000442000000,1000458254140,16.254141,515.87,128
443,1000443000000,1000459542901,16.542902,-287.07,128
444,1000444000000,1000460452158,16.452159,316.81,128
445,1000445000000,1000462284548,17.284549,348.68,128
446,1000446000000,1000462831828,16.831828,83.41,128
447,1000447000000,1000463387751,16.387752,125.19,128
448,1000448000000,1000464782707,16.782708,-145.49,128
449,1000449000000,1000466687582,17.687583,174.66,128
450,1000450000000,1000467005983,17.005984,118.88,128
451,1000451000000,1000469170460,18.17046,-473.42,128
452,1000452000000,1000469442745,17.442745,-208.08,128
453,1000453000000,1000469333063,16.333063,269.28,128
454,1000454000000,1000470976591,16.976591,-482.11,128
455,1000455000000,1000472369507,17.369508,582.72,128
456,1000456000000,1000473482035,17.482035,-98.94,128
457,1000457000000,1000474353250,17.353251,-637.44,128
458,1000458000000,1000475752813,17.752814,356.4,128
459,1000459000000,1000475656019,16.65602,-72.09,128
460,1000460000000,1000477159556,17.159556,652.04,128
461,1000461000000,1000478176360,17.176361,-64.08,128
462,1000462000000,1000478350574,16.350575,-104.75,128
463,1000463000000,1000480667359,17.667359,-110.04,128
464,1000464000000,1000481217514,17.217514,-425.14,128
465,1000465000000,1000481829046,16.829047,277.28,128
466,1000466000000,1000484005204,18.005204,-76.85,128
467,1000467000000,1000484453096,17.453096,-224.58,128
468,1000468000000,1000484800089,16.800089,-45.12,128
469,1000469000000,1000487466918,18.466918,-166.32,128
470,1000470000000,1000487260256,17.260257,493.85,128
471,1000471000000,1000488949910,17.94991,-335.28,128
472,1000472000000,1000489049558,17.049559,-170.58,128
473,1000473000000,1000489650678,16.650679,187.53,128
474,1000474000000,1000491546928,17.546929,17.61,128
475,1000475000000,1000492169944,17.169944,-179.79,128
476,1000476000000,1000493003670,17.00367,-797.06,128
477,1000477000000,1000493699319,16.699319,265.04,128
478,1000478000000,1000495193491,17.193492,154.37,128
479,1000479000000,1000496812096,17.812096,-107.69,128
480,1000480000000,1000497406168,17.406168,363.19,128
481,1000481000000,1000498437342,17.437343,38.78,128
482,1000482000000,1000500086784,18.086784,-176.84,128
483,1000483000000,1000499137039,16.13704,524.06,128
484,1000484000000,1000501184654,17.184654,-494.26,128
485,1000485000000,1000501556999,16.556999,98.44,128
486,1000486000000,1000502927747,16.927748,-395.02,128
487,1000487000000,1000503670405,16.670406,26.18,128
488,1000488000000,1000504388817,16.388817,-336.89,128
489,1000489000000,1000506023328,17.023328,54.57,128
490,1000490000000,1000506576319,16.57632,-348.63,128
491,1000491000000,1000507585442,16.585442,214.52,128
492,1000492000000,1000508464389,16.46439,236.72,128
493,1000493000000,1000509858630,16.85863,-386.21,128
494,1000494000000,1000511228947,17.228948,-9.34,128
495,1000495000000,1000511799243,16.799244,-66.57,128
496,1000496000000,1000513565635,17.565636,-491.43,128
497,1000497000000,1000514685650,17.68565,417.26,128
498,1000498000000,1000515137915,17.137916,-312.36,128
499,1000499000000,1000516172206,17.172206,-315.72,128
500,1000500000000,1000516541461,16.541462,49.18,128
501,1000501000000,1000518566514,17.566514,-225.37,128
502,1000502000000,1000519450982,17.450982,453.95,128
503,1000503000000,1000520610549,17.61055,-55.33,128
504,1000504000000,1000521802031,17.802032,-379.79,128
505,1000505000000,1000522491124,17.491124,173.79,128
506,1000506000000,1000523308584,17.308584,-628.61,128
507,1000507000000,1000524706243,17.706243,-22.65,128
508,1000508000000,1000525470989,17.470989,406.02,128
509,1000509000000,1000525586226,16.586226,135.1,128
510,1000510000000,1000527879233,17.879234,-645.33,128
511,1000511000000,1000527921597,16.921598,0.74,128
512,1000512000000,1000528540907,16.540907,-186.79,128
513,1000513000000,1000530918866,17.918866,308.61,128
514,1000514000000,1000530422516,16.422516,-45.48,128
515,1000515000000,1000532462111,17.462112,48.56,128
516,1000516000000,1000533378985,17.378986,112.79,128
517,1000517000000,1000534339908,17.339908,186.7,128
518,1000518000000,1000535017210,17.01721,-238.3,128
519,1000519000000,1000536362440,17.362441,-252.72,128
520,1000520000000,1000536458469,16.458469,211.08,128
521,1000521000000,1000537241858,16.241858,-137.03,128
522,1000522000000,1000539256730,17.25673,-11.65,128
523,1000523000000,1000540460423,17.460424,154.08,128
524,1000524000000,1000541075703,17.075703,82.79,128
525,1000525000000,1000542998130,17.998131,50.78,128
526,1000526000000,1000543664248,17.664249,255.3,128
527,1000527000000,1000545313052,18.313052,215.51,128
528,1000528000000,1000545521775,17.521776,-111.3,128
529,1000529000000,1000546423710,17.423711,90.85,128
530,1000530000000,1000547085056,17.085057,48.27,128
531,1000531000000,1000548169912,17.169913,-148.75,128
532,1000532000000,1000548999131,16.999131,215.67,128
533,1000533000000,1000550400875,17.400875,134.69,128
534,1000534000000,1000550810901,16.810902,215.68,128
535,1000535000000,1000551915013,16.915013,274.59,128
536,1000536000000,1000553734249,17.73425,-176.72,128
537,1000537000000,1000553961467,16.961467,-55.78,128
538,1000538000000,1000554836754,16.836755,-167.73,128
539,1000539000000,1000556422821,17.422821,74.72,128
540,1000540000000,1000556929412,16.929412,201.32,128
541,1000541000000,1000557867190,16.867191,293.27,128
542,1000542000000,1000559948796,17.948797,-136.63,128
543,1000543000000,1000560390942,17.390942,-36.6,128
544,1000544000000,1000561873634,17.873635,133.36,128
545,1000545000000,1000562387683,17.387683,64.19,128
